id,question,difficulty,category,expected_document,expected_chunk_ids,retrieved_documents,retrieved_chunk_ids,generated_answer,correctness,groundedness,relevance,latency_seconds,hit@7,recall@7,precision@7,mrr,ndcg@7
87,"I paid for a business trip myself. How long do I have to submit my receipts, and when should I expect reimbursement?",medium,procedure,Employee-Handbook.pdf,[251],Employee-Handbook,"[251, 252, 267, 229, 255, 230, 250]","### Expense Reimbursement Timeline

| Step | Timeframe | Details |
|------|-----------|---------|
| **Submit receipts** | **Within 3 months** of the expense date | Use the company expense software and send the receipts to your manager for approval. |
| **Manager approval** | As soon as possible after submission | Your manager reviews the submitted expenses. |
| **Reimbursement** | **Within 2 pay periods** after approval | Payment is made by check. |

#### Quick Summary
- **Submit**: ≤ 3 months after each expense.  
- **Expect payment**: ≤ 2 pay periods after your manager approves the claim.  

If you need any assistance with the submission process, contact your manager or HR.",9,8,9,4.868,1,1.0,0.1429,1.0,1.0
88,My company laptop was stolen while I was traveling. What should I do according to the employee handbook?,hard,multi_section,Employee-Handbook.pdf,[255],Employee-Handbook,"[254, 210, 255, 218, 251, 247, 250]","## Immediate Actions to Take When a Company Laptop Is Stolen  

| Step | What to Do | Why It Matters |
|------|------------|----------------|
| **1. Notify the Company ASAP** | • Report the theft to your manager, HR, or the designated security/contact point **within 24 hours** of discovering the loss. | The handbook requires prompt notification so the company can begin its incident‑response process and possibly trace the device. |
| **2. File a Police Report** | • Go to the nearest police station (or file an online report, if available). <br>• Obtain an **affidavit / theft statement** from the police. | A formal report is needed for insurance purposes and to satisfy the company’s documentation requirements. |
| **3. Submit the Police Documentation** | • Provide a **copy of the police affidavit** (or report) to the company, preferably through the same channel you used for the initial notification (e.g., HR portal, email to security). | The company can attach the document to its insurance claim and keep a record of the incident. |
| **4. Cooperate with Follow‑Up Requests** | • Answer any additional questions from IT, security, or HR (e.g., device serial number, last known location, any remote‑wipe actions). | Helps the company assess risk, protect data, and possibly recover the device. |
| **5. Review Personal Liability** | • If you were on the corporate cell‑phone plan or used the laptop for personal expenses, be aware you may be responsible for any **extra charges** or **uncovered losses**. | The handbook notes that employees may have to cover extra costs not covered by the plan or insurance. |
| **6. Follow Security Best Practices (Future Prevention)** | • Ensure all company devices are **password‑protected** and **encrypted**. <br>• Install security updates promptly. <br>• Use only secure, private networks for company log‑ins. | While not a direct response to the theft, these steps reduce the chance of future incidents and align with the “Security of company issued devices” guidance. |

### Summary Checklist  

- ☐ Report theft to manager/HR within 24 hours.  
- ☐ File a police report and obtain an affidavit.  
- ☐ Submit the police affidavit (or copy of the report) to the company.  
- ☐ Provide any requested device details to IT/security.  
- ☐ Be prepared for possible personal cost responsibility.  
- ☐ Review and reinforce security settings on all remaining company devices.  

> **Note:** The handbook does not specify a particular form or email address for the report. Use the standard communication channel your organization employs for equipment incidents (e.g., HRIS ticket, security email, or direct manager). If you are unsure, contact your HR representative for clarification.",9,6,8,4.899,1,1.0,0.1429,0.3333,0.5
89,"How many paid time off (PTO) days does a new employee receive each year, and how quickly are they earned?",easy,direct_lookup,Employee-Handbook.pdf,[256],Employee-Handbook | Leave-Policy,"[256, 258, 261, 211, 122, 124, 244]","## Paid Time Off (PTO) for a New Employee  

| Item | Details |
|------|---------|
| **Annual PTO entitlement** | **20 days per year** (the standard allocation for all employees). |
| **Accrual rate** | **1.7 days per month** – accrual starts on the **first day of employment**. |
| **When PTO can be taken** | After the employee’s **first week** with the company. The policy even allows using PTO **before it is fully accrued** (i.e., “borrowed” days). |
| **Future increase** | After completing the **first year**, the employee earns **one additional PTO day per year**, up to a **maximum of 25 days**. |
| **Carry‑over** | The policy states that PTO **cannot be transferred** to the next year (employees are encouraged to use it within the year). |

### How Quickly Is PTO Earned?
- **Monthly accrual:** 1.7 days each month → after 6 months you will have accrued roughly **10.2 days**.
- **Full year:** By the end of the first 12 months you will have accrued the full **20 days** (plus any “borrowed” days you may have taken earlier).

### Quick Reference

- **Year 1:** 20 days total, earned at 1.7 days/month.  
- **Year 2 onward:** +1 day per year (capped at 25 days total).  

> **Note:** While the employee can request PTO before it is fully accrued, the official accrual schedule remains 1.7 days each month.  

If you need to **request PTO**, submit the request through the HRIS system and wait for manager/HR approval. No reason for the request is required.",8,8,7,4.914,1,1.0,0.1429,1.0,1.0
90,"I have the flu today. Besides informing my manager, what else does the handbook expect me to do?",hard,multi_section,Employee-Handbook.pdf,"[258, 259]",Employee-Handbook,"[259, 211, 239, 218, 250, 266, 229]","## What the handbook asks you to do when you have the flu  

| Step | Action | How to do it (per the handbook) |
|------|--------|---------------------------------|
| 1️⃣ | **Inform your manager** | Already done – you mentioned it. |
| 2️⃣ | **Submit a sick‑leave request** | Use the company HRIS system to log the sick‑day (or partial day) request. |
| 3️⃣ | **Choose your work‑status for the day** | • Take a full day off **or** <br>• Request a partial day off <br>• Work from home (if you feel able). The handbook advises you to **rest and recuperate** before returning. |
| 4️⃣ | **Rest and recover** | Prioritize your health; avoid coming to the office while contagious. |
| 5️⃣ | **Provide medical documentation if required** | If your absence extends **more than three consecutive days**, the company may ask for: <br>• A physician’s note or other medical certification <br>• Completion of a sick‑leave form (for insurance purposes). |
| 6️⃣ | **Follow any additional HR instructions** | The HR team may follow up with further steps (e.g., confirming the HRIS entry, reminding you of documentation deadlines). |

### Quick Checklist for Today
- [ ] Send a sick‑leave request through the **HRIS** (even for a single day).  
- [ ] Indicate whether you are taking a **full day off** or a **partial day** (or plan to work from home).  
- [ ] Rest, hydrate, and avoid contact with coworkers to prevent spreading the flu.  

### When the flu lasts longer than 3 days
- Prepare to submit a **physician’s note** or complete the required **sick‑leave form** as the handbook states.

> **Note:** The handbook does not mention any other specific actions (e.g., notifying HR separately) beyond the steps above. If you have any uncertainty, you can always reach out to HR for clarification.",9,9,9,4.456,1,0.5,0.1429,1.0,0.6131
91,"If I'm expecting my first child, how much paid parental leave does the company provide, and how much notice should I give HR?",medium,paraphrase,Employee-Handbook.pdf,[262],Employee-Handbook | Leave-Policy,"[262, 211, 126, 263, 128, 127, 256]","## Paid Parental Leave & Notice Requirements

| Item | What the policy says | Details |
|------|----------------------|---------|
| **Amount of paid parental leave** | **Three months (≈ 12 weeks) of paid leave** for both maternity and paternity. | <ul><li>If local or national law mandates a longer period, the company will follow that law.</li><li>Additional unpaid extensions (up to two months) are possible for complications, but the guaranteed **paid** portion is three months.</li></ul> |
| **Notice you must give HR** | **At least three months’ notice** before the leave starts. | <ul><li>Notify HR as soon as you know the expected start date of your leave.</li><li>This applies whether you are taking maternity or paternity leave.</li></ul> |

### Summary

- **Paid leave:** 3 months of paid maternity/paternity leave (subject to longer statutory entitlements where applicable).  
- **Notice period:** Minimum of **3 months** notice to HR before the leave begins.  

If you have any further questions (e.g., about FMLA eligibility, documentation, or possible unpaid extensions), feel free to contact HR for clarification.",9,10,8,2.847,1,1.0,0.1429,1.0,1.0
92,"As a manager starting disciplinary action against an employee, what process am I expected to follow?",hard,multi_section,Employee-Handbook.pdf,"[264, 265, 266]",Employee-Handbook,"[264, 265, 214, 245, 211, 220, 266]","## Disciplinary Action – Manager’s Expected Process  

Below is the step‑by‑step procedure you should follow when you decide to start a disciplinary action against an employee, based on the company policy excerpt you provided.

| **Step** | **What to Do** | **Key Points / Tips** |
|----------|----------------|-----------------------|
| **1. Identify the Issue** | • Clearly define the misconduct or performance problem.<br>• Gather any relevant evidence (e‑mails, logs, witness statements). | • Make sure the issue is documented before you proceed. |
| **2. Determine if Progressive Discipline Is Needed** | • Assess whether the behavior warrants the progressive discipline process (most misconduct does, except for very severe offenses such as sexual harassment, which may go straight to penalties/termination). | • Minor, one‑time offenses usually start at Step 1; serious violations may start at a later step. |
| **3. Inform the Employee that a Process Is Being Launched** | • Let the employee know you are initiating a disciplinary process.<br>• Explain that you will involve HR to walk through the full procedure. | • This communication is separate from routine performance feedback. |
| **4. Involve HR** | • Request HR’s assistance to explain the policy, ensure fairness, and help with documentation. | • HR can also advise whether any steps can be skipped or need to be repeated. |
| **5. Follow the Six‑Step Progressive Discipline Sequence (as appropriate)** | 1. **Verbal Warning** – informal, face‑to‑face reminder of expectations.<br>2. **Informal Meeting with Supervisor** – more detailed discussion, still non‑formal.<br>3. **Formal Reprimand** – written notice of the problem and required improvement.<br>4. **Formal Disciplinary Meeting** – documented meeting with employee (often with HR present).<br>5. **Penalties** – may include suspension, demotion, or other sanctions.<br>6. **Termination** – final step if the issue persists or is extremely severe. | • **Flexibility:** Managers may **skip** or **repeat** steps at their discretion, provided the action is fair, lawful, and documented.<br>• **Documentation:** Every stage must be recorded (date, description, employee’s response). |
| **6. Document Everything** | • Keep written records of each step, the employee’s acknowledgment, and any supporting evidence.<br>• Store documents in the employee’s HR file. | • Documentation protects both the employee and the company. |
| **7. Communicate Outcomes** | • After each step, inform the employee of the result and next expectations.<br>• If the process ends in termination, provide the required notice/acceptance letters per the “Leaving our company” section. | • Transparency helps avoid misunderstandings and potential claims. |
| **8. Review & Close the Process** | • Once the issue is resolved (improvement, penalty, or termination), close the case in HR records.<br>• Offer any needed support (e.g., coaching, training) if the employee remains. | • Ensure the employee knows the process is complete and what the future expectations are. |

### Additional Considerations  

- **At‑Will Employment (U.S.)**  
  - Even though the company follows a progressive discipline process, it is **not obligated** to complete every step. Employment can be terminated at any time for any non‑discriminatory reason.  

- **Serious Offenses**  
  - For violations such as **sexual harassment** or other conduct that triggers **Step 5 (Penalties)**, the company may move directly to penalties or termination without completing earlier steps.  

- **Fairness & Legal Compliance**  
  - All actions must be **fair**, **lawful**, and **non‑discriminatory**.  
  - If the employee believes they have been treated unfairly, they can report to HR, and retaliation is prohibited.  

- **Manager Discretion**  
  - You have the discretion to **skip** steps (e.g., go straight to a formal reprimand for a repeated issue) or **repeat** steps (e.g., issue another verbal warning if the first did not lead to improvement).  

### Quick Checklist for Starting Disciplinary Action  

- [ ] Define and document the issue.  
- [ ] Decide if progressive discipline applies.  
- [ ] Notify the employee that a disciplinary process is being initiated.  
- [ ] Involve HR for guidance and documentation support.  
- [ ] Follow the appropriate steps (verbal warning → … → termination).  
- [ ] Document each step thoroughly.  
- [ ] Communicate outcomes after each step.  
- [ ] Close the case once resolved.  

By adhering to this structured process, you ensure consistency, legal compliance, and fairness while addressing employee misconduct effectively.",7,4,8,8.806,1,1.0,0.4286,1.0,0.9218
93,How much resignation notice should I ideally provide if I'm leaving a regular position versus a highly specialized or executive role?,medium,comparison,Employee-Handbook.pdf,[266],Employee-Handbook,"[267, 266, 269, 264, 261, 247, 268]","### Resignation‑notice guideline

| Position type | Recommended minimum notice period* |
|---------------|------------------------------------|
| **Regular position** | **2 weeks** |
| **Highly specialized or executive role** | **1 month** |

\*You are **not legally obliged** to give any notice, but the company asks that you provide the above amounts “if possible” to help keep operations running smoothly.

#### Additional points
- **Notice is voluntary:** You may resign without any advance notice, but giving the recommended period is encouraged.
- **Format:** The company prefers a **written and signed** notice for HR records, though verbal resignations are accepted.
- **Response:** HR will acknowledge your resignation within **2 days** and inform your manager.  

If you need further clarification or have special circumstances, you can discuss them with HR.",9,10,9,4.198,1,1.0,0.1429,0.5,0.6309
94,"From a CEO's perspective, what documentation should managers maintain before terminating an employee for poor performance?",medium,paraphrase,Employee-Handbook.pdf,[268],Employee-Handbook,"[268, 245, 244, 264, 265, 241, 269]","## Documentation Managers Should Keep — CEO’s Viewpoint  

When a manager is preparing to terminate an employee for **poor performance** (i.e., a “for‑cause” termination), the CEO expects a **complete, factual, and chronological record** that demonstrates the decision was fair, lawful, and well‑documented. The project context outlines the types of records that satisfy this requirement.

| **Documentation Category** | **What to Include** | **Why It Matters** |
|----------------------------|---------------------|--------------------|
| **Job‑Description & Objectives** | • Original job description or role charter  <br>• Specific, measurable goals set at hiring or during the employment period | Shows the employee knew what was expected and provides a baseline for performance evaluation. |
| **Performance Planning & Goal‑Setting** | • Written performance objectives (individual and team‑wide) <br>• Agreed‑upon key performance indicators (KPIs) or targets | Demonstrates that clear expectations were communicated and documented. |
| **Regular Feedback & Coaching** | • Minutes or notes from weekly one‑on‑one meetings (feedback, motivation, progress) <br>• Email summaries or other written communication of feedback | Provides evidence of ongoing, timely feedback that gave the employee a chance to improve. |
| **Formal Performance Reviews** | • Completed performance‑evaluation reports (annual/bi‑annual/quarterly) <br>• Manager’s comments, employee’s self‑assessment, and any agreed‑upon development actions | Captures a formal assessment of performance and any identified gaps. |
| **Progressive Discipline Records** *(if applicable)* | 1. **Verbal warning** – date, issue, and who was present <br>2. **Informal meeting** – notes, outcomes, and follow‑up actions <br>3. **Formal reprimand** – written warning, signature, and distribution list <br>4. **Formal disciplinary meeting** – agenda, minutes, and decisions <br>5. **Penalties** – description, dates, and documentation of any sanctions <br>6. **Termination decision** – final summary and justification | The policy specifies a six‑step progressive discipline process. Keeping a record of each step (or a justified skip) proves the employee was given fair opportunity to correct behavior. |
| **Performance‑Improvement Plan (PIP)** *(if used)* | • Written PIP document outlining deficiencies, required improvements, timelines, and support resources <br>• Signed acknowledgment from employee and manager | Although not explicitly named in the context, a PIP is a common tool that aligns with “accurate performance … records to support your decision.” |
| **Attendance & Time‑keeping** | • Timesheet or clock‑in/out records (for hourly staff) <br>• Records of any unapproved absences or tardiness | Supports claims of “below acceptable standards” or “damage/financial loss” due to missed work. |
| **Incident & Investigation Files** (if performance issues involve misconduct) | • Incident reports, witness statements, investigation notes, and any corrective actions taken | Shows that any alleged illegal or disruptive behavior was investigated before termination. |
| **Union / Collective‑Bargaining Documentation** (if applicable) | • Relevant union agreements, seniority lists, or any required consultations | Ensures compliance with union terms that may affect termination eligibility. |
| **Legal & Policy References** | • Copies of the company’s termination, progressive‑discipline, and performance‑management policies that were communicated to the employee | Demonstrates that the employee was aware of the rules governing performance expectations and discipline. |
| **Final Settlement Records** | • Calculation of accrued vacation/sick leave, severance (if eligible), and any other payouts required by law or policy | Required for the termination process itself, though not part of the “pre‑termination” justification, it completes the documentation set. |

### Key Points for Managers (and the CEO)

1. **Accuracy & Timeliness** – All records must be factual, dated, and stored promptly after each interaction.  
2. **Consistency** – Follow the progressive‑discipline steps unless a justified deviation is documented (e.g., severe breach that warrants immediate termination).  
3. **Transparency** – Share relevant performance expectations and disciplinary actions with the employee in writing, obtaining signatures where possible.  
4. **Retention** – Keep the entire file (digital or physical) for the period required by local law, union agreements, or company policy, in case of disputes or audits.  

> **Bottom line:** A well‑organized file that includes the employee’s job expectations, ongoing feedback, formal reviews, documented disciplinary steps, and any supporting evidence (attendance, incident reports, union considerations) is the evidence the CEO needs to confirm that a poor‑performance termination is justified, fair, and legally defensible.",5,4,5,6.657,1,1.0,0.1429,1.0,1.0
95,Where in the employee handbook can I find the company's reimbursement policy for cryptocurrency purchases made during business travel?,easy,negative,Employee-Handbook.pdf,[251],Employee-Handbook,"[251, 211, 212, 210, 218, 252, 243]","## Answer

The employee handbook you provided does **not** contain a specific reimbursement policy for **cryptocurrency purchases made during business travel**.  

### Where the handbook does address reimbursements
| Section (page) | What it covers |
|----------------|----------------|
| **Employee expenses** (page 25) | General rules for reimbursable expenses (business travel, relocation, education & training, approved outings). It explains that you must keep receipts, submit them within three months, and that approved expenses are reimbursed within two pay periods. |
| **Company car** (page 26) | Reimbursement for approved, business‑related vehicle expenses (not relevant to cryptocurrency). |

### What this means for cryptocurrency purchases
- The **Employee expenses** section outlines the **process** for submitting any reimbursable expense (receipt, manager approval, submission window, payment timeline).  
- However, **cryptocurrency purchases are not mentioned** anywhere in the handbook, so there is no explicit policy stating whether they are reimbursable or not.

### Recommended next steps
1. **Consult your manager or HR** – Ask them directly whether cryptocurrency purchases can be considered a reimbursable business expense.  
2. **Request clarification in writing** – If they approve, keep the receipt and follow the standard expense‑submission procedure described in the *Employee expenses* section.  
3. **Document the policy** – If a new rule is granted, ask HR to update the handbook or provide a written addendum for future reference.

---

**Bottom line:** The handbook’s reimbursement guidance is located in the **Employee expenses** section (page 25), but it does not address cryptocurrency purchases. You’ll need to get a specific clarification from HR or your manager.",6,6,8,7.679,1,1.0,0.1429,1.0,1.0
96,"Which section mentions the '$3000 referral bonus', and under what condition is it awarded?",easy,direct_lookup,Employee-Handbook.pdf,[216],Employee-Handbook | policy-and-procedures-of-medication-administration-and-follow-up | IT-Security-Policy,"[216, 218, 217, 276, 189, 244, 277]","### Section that mentions the **$3000 referral bonus**

The **“Referrals”** section of the document contains the statement:

> “If we end up hiring your referred candidate, you are eligible for **[$3000] referral bonus** or [a trip to a destination of your choice/ Amazon coupons.]”

### Condition(s) for the $3000 referral bonus to be awarded

The bonus is granted **only when the following conditions are met**:

| # | Condition | Details |
|---|-----------|---------|
| 1 | **Candidate eligibility** | The referred candidate **must not have applied to the company for at least one year** prior to the referral. |
| 2 | **Employment type** | The candidate must be **hired as a permanent full‑time or part‑time employee** (temporary employees or contractors do **not** qualify). |
| 3 | **Successful hire** | The bonus is triggered **when the referred candidate is actually hired** for the position. |

> **Note:** The bonus is paid out within **one month** of the hire date, as stated in the “Additional rules for rewards” subsection.",4,3,5,2.866,1,1.0,0.1429,1.0,1.0
97,I'm searching for the policy mentioning '24 hours'. What event requires action within that time?,easy,direct_lookup,Employee-Handbook.pdf,[255],Employee-Handbook | IT-Security-Policy,"[255, 267, 156, 205, 250, 212, 259]","### Policy Reference Involving “24 hours”

| Section | Policy Statement | Required Action | Time Frame |
|---------|------------------|----------------|------------|
| **Theft and damage of company equipment** | “We ask you to inform us within **[24 hours]** if your equipment is stolen or damaged.” | Notify the company (e.g., IT or security department) that a company‑issued device (laptop, cell phone, tablet, etc.) has been **stolen or damaged**. | **Within 24 hours** of the incident. |

#### What you need to do
1. **Report the incident promptly** – contact the designated internal point of contact (usually IT or security) as soon as you become aware of the theft or damage.  
2. **Provide details** – include the type of equipment, circumstances of the loss/damage, and any identifying information (serial numbers, asset tags, etc.).  
3. **Follow up with additional steps** (as outlined in the same section):  
   - File a police theft statement/affidavit.  
   - Submit a copy of that statement to the company.  

#### Why this matters
- **Insurance & recovery** – Prompt reporting enables the company to activate insurance coverage and possibly trace the missing device.  
- **Security** – Early notification helps mitigate risks such as data breaches or unauthorized access.  

If you have any further questions about the reporting process or need the contact details for the appropriate department, please let me know.",9,5,9,2.878,1,1.0,0.1429,1.0,1.0
98,"Which employee policy refers to '1.7 days per month', and what does that number represent?",easy,direct_lookup,Employee-Handbook.pdf,[256],Leave-Policy | Employee-Handbook,"[122, 256, 211, 258, 250, 212, 251]","### Policy Reference
**Paid Time Off (PTO) Policy**

> “Employees receive **[20 days] of Paid Time Off (PTO) per year**. Your PTO accrual begins the day you join our company and you receive **[1.7 days per month]**.”  

*(Excerpt from the “Paid Time Off (PTO)” section of the employee handbook.)*

### What the “1.7 days per month” Represents
- **Accrual Rate:** It is the amount of PTO that an employee earns each month.
- **Calculation:**  
  - 1.7 days × 12 months ≈ 20.4 days per year, aligning with the stated annual entitlement of 20 days.
- **Application:**  
  - Employees can begin using accrued PTO after their first week of employment.  
  - The accrual continues each month, adding 1.7 days to the employee’s available PTO balance.

In summary, the **1.7 days per month** figure belongs to the **Paid Time Off (PTO) policy** and denotes the monthly accrual of PTO days for each employee.",9,7,9,2.803,1,1.0,0.1429,0.5,0.6309
99,I remember reading something about 'two consecutive weeks' in the handbook. What does that policy refer to?,medium,paraphrase,Employee-Handbook.pdf,[250],Employee-Handbook | IT-Security-Policy,"[250, 267, 165, 189, 269, 210, 191]","## “Two consecutive weeks” – What It Means

The **“two consecutive weeks”** reference in the employee handbook is part of the **Remote Working policy**.

| Aspect | Details |
|--------|---------|
| **Who it applies to** | Office‑based employees (i.e., staff whose normal work location is the company office). |
| **What is allowed** | You may work remotely **for a maximum of two consecutive weeks per calendar year**. |
| **Eligible reasons** | - **New parent** (e.g., maternity/paternity leave) <br> - **Short‑term disability** (medical condition that temporarily limits on‑site work) |
| **Other reasons** | If you have a different justification, you must discuss it with your manager and obtain approval. |
| **How to request** | Submit the remote‑working request **through the HRIS** system **at least one week** before the intended start date. |
| **Permanent remote work** | If you are a permanent remote employee, you must still follow all security, confidentiality, and equal‑opportunity policies, but the “two‑week” limit does **not** apply. |

### Key Take‑aways
- The **two‑week limit** is **annual** and **consecutive**; you cannot split it into multiple shorter periods to exceed the total.
- It is a **temporary** remote‑work arrangement, not a permanent work‑from‑home status.
- Proper **advance notice** (≥ 1 week) and **HRIS submission** are required to be compliant.

If you need to arrange remote work beyond this allowance or have a different situation, speak with your manager and follow the standard request process.",9,8,9,5.046,1,1.0,0.1429,1.0,1.0
100,I'm looking for the handbook section that mentions 'three days'. In what different situations does this number appear?,hard,multi_section,Employee-Handbook.pdf,"[258, 259, 260, 266]",Employee-Handbook | Leave-Policy,"[260, 255, 210, 269, 258, 212, 122]","## Where “three days” appears in the handbook  

| Section (as titled in the handbook) | Exact wording that contains **“three days”** | What the number refers to |
|--------------------------------------|---------------------------------------------|---------------------------|
| **Working on a holiday** (under *Holiday pay*) | “If you need a team member to work on a holiday, inform them at least **[three days]** in advance.” | The employer must give a minimum **three‑day notice** to any employee who is asked to work on a scheduled holiday. |
| **Bereavement leave** (under *Bereavement leave*) | The text mentions **[two]** additional unpaid days for long‑distance travel – **no “three days”** here. | — |
| **Jury duty and voting** | The text mentions **[one day]** for exempt employees – **no “three days”** here. | — |
| **Other sections** (e.g., *Long‑term illness*, *Security of company issued devices*, *Time*, etc.) | No occurrence of the phrase “three days”. | — |

### Summary
- The **only** place the handbook explicitly references **“three days”** is in the **“Working on a holiday”** policy, where it sets a **minimum three‑day advance notice** requirement for scheduling holiday work.  
- No other sections (bereavement, jury duty, security, etc.) contain the phrase “three days”.  

If you need the exact paragraph for citation, it is located under the **Holiday pay** heading, within the subsection titled **Working on a holiday**.",3,2,5,8.804,1,0.5,0.2857,1.0,0.5414
101,I'm working remotely using a company laptop. What security and confidentiality responsibilities apply to me?,hard,multi_section,Employee-Handbook.pdf,"[219, 249, 255]",Employee-Handbook | IT-Security-Policy,"[250, 219, 234, 249, 232, 254, 153]","## Security & Confidentiality Responsibilities for Remote Workers  
*(Using a company‑issued laptop while working off‑site)*  

| Area | What you **must** do | What you **must not** do |
|------|----------------------|--------------------------|
| **Confidential Information** | • Keep all confidential data **locked or secured** at all times.  <br>• **Shred** paper documents that are no longer needed.  <br>• View confidential material **only on secure, company‑approved devices** (your laptop).  <br>• Disclose information **only to authorized employees** and only when necessary.  <br>• Store confidential documents **inside company premises** unless an absolute need exists to move them. | • Use confidential information for **personal benefit or profit**.  <br>• Share confidential data with anyone **outside the company**.  <br>• Replicate confidential files onto **insecure devices** (e.g., personal USB drives, unencrypted cloud storage). |
| **Device & Equipment Care** | • Treat the laptop as **company property** – keep it in good condition and **report any breakage or malfunction** promptly.  <br>• Use a **fast, secure internet connection** (e.g., WPA2‑protected Wi‑Fi or wired).  <br>• Work in a **quiet, distraction‑free location** to avoid accidental exposure of information.  <br>• Follow **Mandatory Access Control** and the **Principle of Least Privilege** – only access data you are authorized for. | • **Sell, give away, or loan** the company laptop or any other issued equipment.  <br>• Install **unauthorized or illegal software**; avoid downloading/uploading inappropriate, illegal, or obscene material on the corporate network. |
| **Network & Data Protection** | • Use **strong, unique passwords** for all accounts on the laptop.  <br>• Keep the device **encrypted** and ensure regular **backups** as defined by company policy.  <br>• Keep the system time synchronized (e.g., via **Network Time Protocol**) to maintain log integrity.  <br>• Do **not** play games, text excessively, or use the phone while driving a company vehicle.  <br>• Do **not** record confidential information with your phone. | • Connect to **unsecured public Wi‑Fi** without a company‑approved VPN.  <br>• Disable security controls (firewall, antivirus, encryption). |
| **Email & Communication** | • Use the **company email** primarily for work; personal use is allowed only if it is safe, does not spam, and does not expose confidential data.  <br>• Follow the same confidentiality rules when sending/receiving email (no unauthorized disclosure).  <br>• Be vigilant for **malware‑laden messages** and report suspicious emails. | • Send **unauthorized marketing**, competitor‑related, or discriminatory content.  <br>• Use the email account to **register for competitor services** without permission. |
| **General Remote‑Work Policy** | • Adhere to the company’s **security, confidentiality, and equal‑opportunity policies** just as office‑based staff do.  <br>• Check in regularly with your team and manager to maintain collaboration and visibility.  <br>• If an emergency or unsafe travel condition arises, **notify your manager** (or HR if they’re in a different time‑zone). | • Treat remote work as a loophole to ignore company policies; all rules apply equally whether you are on‑site or off‑site. |

### Key Take‑aways
1. **Protect confidential data** at all times—lock, shred, view only on the company laptop, and share only with authorized personnel.  
2. **Secure the laptop**: strong passwords, encryption, regular backups, and a trusted network connection.  
3. **Use equipment responsibly**: do not sell/give away, report issues promptly, and avoid installing unauthorized software.  
4. **Follow email and communication guidelines** to prevent leaks and malware.  
5. **Maintain the same standards** of conduct, safety, and productivity as you would in the office.

By observing these responsibilities, you help safeguard the company’s information, reputation, and legal compliance while working remotely.",7,4,6,7.02,1,0.6667,0.2857,0.5,0.4982
102,Can I use my company email to advertise my personal business?,medium,negative,Employee-Handbook.pdf,[233],Employee-Handbook,"[232, 234, 252, 231, 233, 251, 236]","## Short answer  
**No – you may not use your company email to advertise your personal business.**  

Doing so is considered **unauthorized marketing content**, which is explicitly prohibited in the corporate‑email policy.

---

## Why advertising personal business is not allowed

| Policy statement (from the provided context) | What it means for you |
|----------------------------------------------|-----------------------|
| “**Avoid sending unauthorized marketing content or emails**.” | Any email that promotes a product, service, or business that is not approved by the company is prohibited. |
| “**Personal use** is allowed only if you keep it safe, avoid spamming and disclosing confidential information.” | Advertising a personal business is a form of **spam/marketing**, not a safe personal use. |
| “**Do not sign up for illegal, unreliable, disreputable or suspect websites and services**.” | Using the corporate email to promote a personal commercial venture could be viewed as using a disreputable service if the business is unrelated to work. |

---

## What you *can* do with your corporate email

- **Work‑related communications** – unlimited (e.g., newsletters that help you do your job).  
- **Personal communications** – limited to safe, non‑marketing messages (e.g., emails to friends/family, downloading personal e‑books).  
- **Personal use must not:**  
  - Spam coworkers or external contacts.  
  - Share confidential or proprietary information.  
  - Include any marketing or promotional content for a personal business.

---

## Recommended actions

1. **Do not send** any promotional or advertising material about your personal business from your corporate address.  
2. If you need to communicate about your personal business, use a **personal email account** that is not linked to the company.  
3. If you believe a particular communication might be permissible (e.g., a one‑time, non‑commercial announcement to a close friend), **ask a manager or the Security/HR team** for clarification before sending.  

---

### Bottom line
Your corporate email is for work‑related and safe personal use only. Advertising a personal business falls under “unauthorized marketing content” and is therefore **not allowed**. Use a personal email address for any business promotion.",5,3,6,6.553,1,1.0,0.1429,0.2,0.3869
