id,question,difficulty,category,expected_document,expected_chunk_ids,retrieved_documents,retrieved_chunk_ids,generated_answer,correctness,groundedness,relevance,latency_seconds,hit@7,recall@7,precision@7,mrr,ndcg@7
85,"I'm planning a work-from-home day next week. How far in advance should I request it, and what should I do if there's an emergency?",medium,procedure,Employee-Handbook.pdf,[249],Employee-Handbook | Leave-Policy,"[249, 250, 218, 128, 258, 125, 259]","## Work‑From‑Home (WFH) Request Timing  

| Action | How far in advance | How to submit |
|--------|-------------------|---------------|
| **Standard WFH day** | **At least 2 business days** before the desired day | Use the **HRIS** system to log the request (you can also set a recurring WFH day if you prefer). |
| **Recurring WFH day** | Same – 2 days notice for each new occurrence (or set it once as a recurring schedule in HRIS). | Configure the recurring schedule in the **HRIS**. |

> **Key point:** The policy normally allows **one WFH day per week**. If you need more days, discuss it with your manager first.

---

## What to Do in an Emergency  

If an unexpected situation prevents you from obtaining prior approval:

1. **Work from home** immediately (no need to wait for approval).  
2. **Notify your manager as soon as possible** – preferably by phone or email.  
3. **If your manager is in a different time‑zone** and cannot be reached promptly, contact **HR** directly.  

This ensures your manager is aware of your location and availability, and the company can maintain proper records even when the request was made on short notice.  

---  

### Quick Checklist for Your Upcoming WFH Day  

- [ ] Submit the request in HRIS **≥ 2 days** before the day you plan to work from home.  
- [ ] Confirm the request was approved (or that the recurring schedule is set).  
- [ ] Ensure you have a **fast, secure internet connection** and a quiet workspace.  
- [ ] If an emergency arises on the day, **start working from home** and **notify your manager (or HR if needed)** right away.  

Feel free to reach out to HR or your manager if you have any further questions!",9,10,8,6.962,1,1.0,0.1429,1.0,1.0
86,What's the difference between working from home and remote working according to the employee handbook?,hard,comparison,Employee-Handbook.pdf,"[249, 250]",Employee-Handbook | Leave-Policy,"[249, 250, 211, 128, 212, 210, 247]","## Difference Between **Working From Home (WFH)** and **Remote Working**  

| Aspect | **Working From Home (WFH)** | **Remote Working** |
|--------|-----------------------------|--------------------|
| **Definition** | Occasional work performed from the employee’s home when the job does not require physical presence on the premises. | Work performed from any non‑office location, either **temporarily** (up to two consecutive weeks) or **permanently**. |
| **Typical Frequency** | Usually **one day per week** (can be increased only after manager approval). | Up to **two consecutive weeks per year** for office‑based staff; can be **permanent** if approved. |
| **Eligibility / Reason** | Any eligible employee whose role allows it. | Primarily for **new parents**, **short‑term disability**, or other reasons approved by the manager. |
| **Request & Notice** | • Inform manager **via HRIS** at least **2 days** in advance.<br>• Can set a recurring WFH day.<br>• In emergencies, work from home without prior approval but must notify manager (or HR if manager is in a different time‑zone). | • Submit request **through HRIS** at least **1 week** in advance.<br>• Manager approval required for any remote‑working period. |
| **Duration** | Day‑to‑day; no formal limit beyond the “one day per week” guideline. | **Maximum of two consecutive weeks** per year for temporary remote work; **no set limit** for permanent remote arrangements (subject to policy compliance). |
| **Technology & Environment** | • Use fast, secure internet and devices.<br>• Choose a quiet, distraction‑free space.<br>• Check‑in frequently with the team. | Must adhere to the same **security, confidentiality, and equal‑opportunity policies** as office‑based employees. (Specific tech requirements are not restated, but the same standards apply.) |
| **Emergency / Weather** | Can work from home without prior approval during emergencies (e.g., inclement weather) as long as the manager/HR is notified promptly. | No special emergency provision mentioned; standard request process applies. |
| **Policy Scope** | Part of the “Work from home” section of the handbook. | Covered under the “Remote working” section of the handbook. |

### Key Take‑aways
- **WFH** is **occasional, short‑term, and flexible** (usually one day a week) with a **2‑day notice** and an emergency allowance.  
- **Remote working** is **broader**: it can be **temporary (up to 2 weeks)** for specific life events or **permanent**, requiring a **1‑week notice** and adherence to all company security and confidentiality policies.  

Both arrangements require manager approval (or notification) and compliance with the company’s security and communication standards, but they differ mainly in **frequency, duration, purpose, and notice requirements**.",9,9,8,11.366,1,1.0,0.2857,1.0,1.0
87,"I paid for a business trip myself. How long do I have to submit my receipts, and when should I expect reimbursement?",medium,procedure,Employee-Handbook.pdf,[251],Employee-Handbook,"[251, 211, 266, 267, 252, 262, 255]","## Answer

| Item | Policy Detail |
|------|----------------|
| **Receipt submission deadline** | You must submit your receipts **within 3 months** of the date of each expense (via the expense software to your manager). |
| **Reimbursement timing** | After your manager approves the expense, you will be reimbursed **within 2 pay periods** (by check). |

### How to Proceed
1. **Gather all receipts** for the business‑trip expenses you paid out‑of‑pocket.  
2. **Upload them** through the company’s expense‑submission software and route the request to your manager **no later than 3 months** after each expense date.  
3. **Await manager approval** – once approved, the finance/payroll team will process the payment.  
4. **Expect the reimbursement** to appear on your paycheck **within the next two pay periods** (typically within 2–4 weeks, depending on the payroll schedule).  

If you have any questions about which expenses are reimbursable, contact HR before traveling.",8.5,8,9,6.449,1,1.0,0.1429,1.0,1.0
88,My company laptop was stolen while I was traveling. What should I do according to the employee handbook?,hard,multi_section,Employee-Handbook.pdf,[255],Employee-Handbook,"[255, 254, 210, 212, 253, 211, 250]","## Immediate Actions to Take When a Company Laptop Is Stolen  

| Step | What to Do | Why It Matters |
|------|------------|----------------|
| **1. Report the theft within 24 hours** | • Contact your manager or the HR department (the “us” referenced in the handbook). <br>• Notify the IT/security team so they can begin any possible remote lock or wipe. | The handbook requires notification **within 24 hours** so the company can activate insurance coverage and start tracing the device. |
| **2. File a police report** | • Go to the nearest police station (or file an online report if available). <br>• Request a theft statement/affidavit. | A formal police report is needed for insurance and for the company’s records. |
| **3. Submit a copy of the police affidavit** | • Send the affidavit (or a scanned copy) to HR/your manager and to the IT security team. | The handbook explicitly asks you to **“submit a copy to us.”** This enables the company to process the claim and document the incident. |
| **4. Cooperate with any tracing efforts** | • Provide any relevant details (e.g., laptop serial number, last known location, travel itinerary). <br>• Allow the company to attempt remote tracking or data protection measures. | The handbook notes the company may be able to **trace stolen laptops and cell phones**. Your cooperation speeds up that process. |
| **5. Secure any related accounts** | • Change passwords for corporate accounts accessed from the laptop. <br>• Notify the IT department to disable any saved credentials on the device. | Prevents unauthorized access to company data after the device is lost. |
| **6. Document the incident internally** | • Keep a personal record of dates, times, and people you spoke with (HR, IT, police). <br>• Save any email confirmations or ticket numbers. | Provides a clear audit trail should any follow‑up questions arise. |

---

### Summary Checklist  

- ☐ **Notify HR/manager & IT within 24 hours**  
- ☐ **File a police report and obtain an affidavit**  
- ☐ **Send a copy of the affidavit to the company**  
- ☐ **Provide device details for possible tracing**  
- ☐ **Secure/disable corporate accounts linked to the laptop**  
- ☐ **Keep a personal log of all communications**  

Following these steps aligns with the employee handbook’s requirements for **theft and damage of company equipment** and helps protect both you and the organization. If any of the above information is unclear (e.g., exact contact details for HR or IT), please refer to your internal directory or ask your manager for the appropriate contacts.",5,9,8,8.603,1,1.0,0.1429,1.0,1.0
89,"How many paid time off (PTO) days does a new employee receive each year, and how quickly are they earned?",easy,direct_lookup,Employee-Handbook.pdf,[256],Employee-Handbook | Leave-Policy,"[256, 125, 258, 260, 211, 124, 126]","## Paid Time Off (PTO) for a New Employee  

| Item | Details (as stated in the handbook) |
|------|--------------------------------------|
| **Initial annual entitlement** | **20 days** of PTO per calendar year. |
| **Accrual rate** | **1.7 days per month** – accrual starts on the **first day of employment**. <br>*(1.7 days × 12 months ≈ 20.4 days, matching the 20‑day yearly entitlement.)* |
| **When it can be used** | After the **first week** of employment. The policy also allows you to use PTO **before it is fully accrued** (i.e., you may take “future” PTO). |
| **Growth after the first year** | **+1 day** of PTO earned each subsequent year of service. |
| **Maximum cap** | **25 days** total PTO (the ceiling after several years of accrual). |

### Quick Summary
- **First‑year PTO:** 20 days per year.  
- **Earned at:** 1.7 days each month, beginning on day 1.  
- **After year 1:** Add 1 day per year, up to a maximum of 25 days.  

If you need to request PTO, submit the request through the HRIS and obtain manager/HR approval.",10,10,8,7.682,1,1.0,0.1429,1.0,1.0
90,"I have the flu today. Besides informing my manager, what else does the handbook expect me to do?",hard,multi_section,Employee-Handbook.pdf,"[258, 259]",Employee-Handbook,"[259, 258, 218, 229, 211, 212, 260]","## What the handbook asks you to do when you have the flu  

| Step | Action | Details from the handbook |
|------|--------|----------------------------|
| 1️⃣ | **Inform your manager** | Already mentioned by you. |
| 2️⃣ | **Submit a sick‑leave request** | Send the request **through the HRIS** (the company’s HR information system). |
| 3️⃣ | **Choose how you’ll be absent** | • You may take a **partial day off** or **work from home** if you feel able. <br>• The handbook **recommends you rest and recuperate for a full day** before returning to work. |
| 4️⃣ | **Provide medical documentation if needed** | If your absence extends **more than three days**, the company may ask you to **submit a physician’s note or other medical certification** for insurance purposes. |
| 5️⃣ | **Follow any additional HR instructions** | The HRIS request may trigger automated notifications or further steps (e.g., confirming PTO usage). |

### Quick checklist for today

- [ ] Tell your manager you’re ill (done).  
- [ ] Log into the **HRIS** and create a **sick‑leave request** for today (and any additional days you anticipate).  
- [ ] Decide whether you’ll **take a partial day** or **work from home** (if you feel capable).  
- [ ] **Rest** and focus on recovery; plan to return only after you feel well enough.  

> **Note:** If your flu lasts longer than three days, be prepared to provide a **physician’s note** when HR asks for it. No other actions are specified in the handbook for a short‑term illness like the flu.",9,8,9,6.86,1,1.0,0.2857,1.0,1.0
91,"If I'm expecting my first child, how much paid parental leave does the company provide, and how much notice should I give HR?",medium,paraphrase,Employee-Handbook.pdf,[262],Employee-Handbook | Leave-Policy,"[262, 127, 263, 126, 260, 128, 256]","## Paid Parental Leave for a First‑Child Expectant Employee  

| Leave Type | Paid Duration Offered by the Company | Notes |
|------------|--------------------------------------|-------|
| **Maternity leave** | **3 months (≈ 12 weeks)** of paid leave | If local or national law mandates a longer period, the company will follow that law. |
| **Paternity leave** | **3 months (≈ 12 weeks)** of paid leave | Same rule applies – longer statutory entitlements will be honored. |

> **Key point:** The company’s baseline policy is **three months of paid leave** for both mothers and fathers, regardless of whether it is the first child or a subsequent one.  

---

## Notice Required to HR  

- **Notice period:** **At least three (3) months** before the intended start date of the leave.  
- **Action:** Contact HR early to arrange the leave and confirm any additional documentation that may be required (e.g., medical certificate, proof of expected delivery date).

---

### Summary

- **Paid parental leave:** 3 months (≈ 12 weeks) for both maternity and paternity.  
- **Notice to HR:** Minimum of **3 months** prior to the leave start date.  

If your jurisdiction provides a longer statutory leave, the company will honor that longer period. Otherwise, you can rely on the three‑month paid entitlement and the three‑month notice requirement.",9,9,9,8.767,1,1.0,0.1429,1.0,1.0
92,"As a manager starting disciplinary action against an employee, what process am I expected to follow?",hard,multi_section,Employee-Handbook.pdf,"[264, 265, 266]",Employee-Handbook,"[264, 265, 211, 268, 245, 214, 220]","## Disciplinary Action – Manager’s Expected Process  

Below is the step‑by‑step procedure you should follow when you need to start a disciplinary action against an employee, based on the company policy you provided.

| **Phase** | **What to Do** | **Key Points / Tips** |
|-----------|----------------|-----------------------|
| **1. Identify the Issue & Determine Severity** | • Review the employee’s behavior or performance problem.<br>• Match the offense to the appropriate step in the progressive‑discipline ladder (e.g., minor dress‑code breach → Step 1; serious misconduct such as sexual harassment → Step 5). | • Use the “different offenses correspond to different steps” guidance.<br>• Consult HR or your manager if you are unsure about the severity. |
| **2. Notify the Employee that Discipline is Starting** | • Tell the employee that a progressive‑discipline process is being launched.<br>• Explain that you will follow the company’s procedure and that HR will help clarify the steps. | • This communication is required before any formal step begins.<br>• It is **not** the same as routine performance feedback. |
| **3. Involve HR** | • Request HR’s assistance to: <br>    - Explain the full disciplinary procedure to the employee.<br>    - Provide any required documentation templates.<br>    - Ensure the process complies with legal and policy requirements. | • HR involvement helps protect the company and the employee’s rights. |
| **4. Conduct the Appropriate Disciplinary Step(s)** | Follow the six‑step progressive‑discipline sequence, moving forward as needed: <br>1. **Verbal warning** – informal, documented conversation.<br>2. **Informal meeting with supervisor** – more detailed discussion, still informal.<br>3. **Formal reprimand** – written warning, signed by employee and manager.<br>4. **Formal disciplinary meeting** – formal sit‑down, may involve HR, employee can present their side.<br>5. **Penalties** – e.g., suspension, demotion, loss of privileges.<br>6. **Termination** – final step for cause or after repeated failures. | • **Managers may skip or repeat steps** at their discretion, but must still act **fairly, lawfully, and document every stage**.<br>• For serious offenses (e.g., sexual harassment) you may jump directly to Step 5 or Step 6. |
| **5. Document Every Stage** | • Write a brief summary of each conversation/meeting (date, participants, issues discussed, agreed actions).<br>• Have the employee sign the written documents where required.<br>• Store the records in the employee’s HR file. | • Documentation is essential for defending the decision if a wrongful‑dismissal claim arises. |
| **6. Monitor & Follow‑Up** | • After each step, give the employee a reasonable period to correct the behavior.<br>• Track progress and provide feedback.<br>• If improvement occurs, you may return to normal performance management. | • Continuous monitoring shows good‑faith effort to help the employee succeed. |
| **7. Decide on Next Action** | • If the employee corrects the issue, close the disciplinary file.<br>• If the problem persists, move to the next step (or, for severe cases, proceed directly to termination). | • For **termination for cause**, ensure you have solid performance/disciplinary records to support the decision. |
| **8. Post‑Termination (if applicable)** | • Provide any required severance, accrued PTO, or other payouts per local law and company policy.<br>• Offer references only for employees who left in good standing. | • Follow the “Leaving our company” section for details on payouts and references. |

### Additional Considerations  

- **At‑Will Employment (U.S.)** – While the company *may* terminate at any time without following every step, you are still required to act **fairly, lawfully, and document** the process.  
- **Manager Discretion** – You can **skip** steps for very serious misconduct or **repeat** steps if the employee needs more time to improve.  
- **HR Support** – Always involve HR early; they can help ensure compliance with local laws, union agreements, and internal policies.  
- **Wrongful Dismissal Prevention** – Keep accurate, contemporaneous records of performance issues and disciplinary actions; this protects both the employee and the company.  

---

### Quick Reference Checklist for Managers

1. **Assess the issue** → determine severity.  
2. **Inform employee** that discipline is being initiated.  
3. **Engage HR** for guidance and documentation.  
4. **Execute the appropriate step** (verbal warning → termination).  
5. **Document** every conversation/meeting.  
6. **Monitor** improvement and provide feedback.  
7. **Escalate** to the next step if needed.  
8. **Complete termination** (if reached) with proper payouts and references.  

Following this structured process will help you manage disciplinary actions consistently, fairly, and in line with company policy.",8,5,7,14.876,1,0.6667,0.2857,1.0,0.7654
93,How much resignation notice should I ideally provide if I'm leaving a regular position versus a highly specialized or executive role?,medium,comparison,Employee-Handbook.pdf,[266],Employee-Handbook,"[266, 267, 264, 268, 213, 269, 247]","**Resignation‑notice guidelines**

| Position type | Recommended minimum notice period* |
|---------------|--------------------------------------|
| Regular (non‑specialized) role | **2 weeks** |
| Highly specialized or executive role | **1 month** |

\*The notice is **requested** (i.e., “when possible”) but not legally required. Giving the suggested amount of notice helps ensure a smooth transition for the team and the organization.",9,10,10,4.929,1,1.0,0.1429,1.0,1.0
94,"From a CEO's perspective, what documentation should managers maintain before terminating an employee for poor performance?",medium,paraphrase,Employee-Handbook.pdf,[268],Employee-Handbook,"[268, 265, 264, 211, 267, 245, 269]","## Documentation Managers Must Keep — CEO‑Level Viewpoint  

When a termination for **poor performance** is being considered, the CEO (and the organization) must be able to demonstrate that the decision is **fair, lawful, and well‑documented**. The policy excerpt requires managers to:

* Maintain accurate performance and disciplinary records.  
* Document every stage of the progressive‑discipline process.  

Below is a concise, structured checklist of the records that should be in place **before** a performance‑based termination is executed.

| # | Document | Why It’s Needed | Typical Content | Where It Belongs |
|---|----------|----------------|-----------------|------------------|
| 1 | **Job Description & Core Objectives** | Shows the baseline expectations for the role. | • List of duties<br>• Measurable performance goals (KPIs, targets) | HR file / manager’s folder |
| 2 | **Performance Plans / Improvement Plans (PIPs)** | Provides a formal roadmap for improvement. | • Specific areas needing improvement<br>• Success criteria & deadlines<br>• Support/resources offered | Signed by employee & manager |
| 3 | **Regular Feedback Records** | Demonstrates ongoing coaching, not a surprise. | • Date‑stamped notes from weekly/bi‑weekly check‑ins<br>• Highlights of strengths & gaps<br>• Action items agreed | Meeting minutes or performance‑review system |
| 4 | **Performance Review Summaries** (quarterly, semi‑annual, annual) | Captures formal evaluation of results vs. objectives. | • Rating scales<br>• Narrative comments<br>• Employee’s self‑assessment | HR performance‑management system |
| 5 | **Verbal Warning Log (Step 1)** | Required if the issue triggers the first discipline step. | • Date, time, location<br>• Issue discussed<br>• Employee’s response<br>• Manager’s signature (or electronic acknowledgment) | Manager’s disciplinary file |
| 6 | **Informal Meeting Notes (Step 2)** | Shows escalation beyond a simple verbal warning. | • Summary of discussion<br>• Clarification of expectations<br>• Any agreed remedial actions | Same as above |
| 7 | **Formal Reprimand Letter (Step 3)** | Written proof of a serious performance concern. | • Detailed description of deficiency<br>• Reference to prior warnings<br>• Required improvement & timeline<br>• Consequences of non‑compliance | Employee’s personnel file |
| 8 | **Formal Disciplinary Meeting Minutes (Step 4)** | Evidence of a formal hearing and employee’s opportunity to respond. | • Attendees<br>• Issues presented<br>• Employee’s statements<br>• Decision/outcome<br>• Signatures | HR‑maintained record |
| 9 | **Penalty Documentation (Step 5)** (if applicable) | Shows any sanctions imposed before termination. | • Type of penalty (e.g., suspension, demotion)<br>• Reason & supporting evidence | Personnel file |
|10| **Termination Decision Memo** | Consolidates all prior documentation and the final rationale. | • Summary of performance history<br>• Reference to each disciplinary step taken<br>• Legal/union considerations<br>• Severance, accrued leave calculations | CEO/HR sign‑off folder |
|11| **Accrued Leave & Compensation Calculations** | Required for final pay compliance (vacation, sick leave). | • Balance of PTO, sick days<br>• Applicable local‑law payouts | Payroll/HR |
|12| **Union / Collective‑Bargaining References** (if unionized) | Ensures adherence to any agreed‑upon terms. | • Relevant clause excerpts<br>• Proof of compliance with seniority, grievance procedures | Union liaison file |

### How These Documents Protect the Company (CEO Perspective)

| Risk | Mitigation Through Documentation |
|------|-----------------------------------|
| **Wrongful‑dismissal claim** | A complete, chronological record proves the employee was given clear expectations, opportunities to improve, and fair warnings. |
| **Violation of local law or union contract** | Shows that notice periods, severance, and accrued‑leave payouts were calculated per statutory/collective‑agreement rules. |
| **Reputational damage** | Demonstrates the organization acted respectfully, transparently, and consistently with its own policies. |
| **Internal audit / HR compliance** | All steps of the progressive‑discipline process are traceable, satisfying internal and external audit requirements. |

### Practical Tips for Managers

1. **Use a centralized system** (HRIS, performance‑management tool) to store all records; avoid scattered paper notes.  
2. **Date‑stamp and sign** every entry (electronically or physically).  
3. **Share relevant documents with HR** at each discipline step; obtain HR’s confirmation that the process aligns with policy.  
4. **Keep copies of employee acknowledgments** (e.g., receipt of a formal reprimand).  
5. **Back‑up any supporting evidence** (e.g., sales reports, quality metrics, customer complaints) that illustrate the performance gap.  

---

**Bottom line:**  
Before a performance‑based termination, managers must have a **complete, dated, and signed paper trail** that covers the employee’s job expectations, all feedback and coaching, each progressive‑discipline step taken, and the final termination rationale. This documentation safeguards the company, satisfies legal and union obligations, and upholds the fairness standards set out in the employee handbook.",5.5,4,6,14.133,1,1.0,0.1429,1.0,1.0
95,Where in the employee handbook can I find the company's reimbursement policy for cryptocurrency purchases made during business travel?,easy,negative,Employee-Handbook.pdf,[251],Employee-Handbook,"[251, 211, 212, 210, 270, 252, 247]","## Where to look for the reimbursement policy  

| Section (as listed in the handbook) | Approx. page | What it covers |
|--------------------------------------|--------------|----------------|
| **Employee expenses**                | 25           | Defines which expenses are reimbursable (business travel, relocation, education & training, approved outings), receipt‑keeping requirements, submission deadline (3 months), approval process, and timing of payment (within 2 pay periods by check). |
| **Company car**                      | 26           | Deals only with vehicle‑related costs. |
| **Benefits and perks**, **Employee health**, etc. | 23‑24 | Not related to expense reimbursement. |

### What the handbook says about reimbursable expenses  

- Reimbursable categories are limited to **business travel**, **relocation**, **education and training**, and **approved outings**.  
- All reimbursable expenses must have a receipt and be submitted through the expense software within **three months** of the expense date.  
- After manager approval, reimbursement is made **within two pay periods** (by check).  

### Cryptocurrency purchases  

- The **Employee expenses** section does **not mention cryptocurrency** (or any digital‑currency) purchases as a reimbursable item.  
- No other section in the provided excerpt (e.g., Company car, Benefits, etc.) addresses cryptocurrency or digital‑asset transactions.  

## Answer to your question  

> **The handbook’s reimbursement policy is located in the “Employee expenses” section (page 25).**  
> However, **the policy does not specifically cover cryptocurrency purchases made during business travel**. If you need clarification or want to request an exception, you should contact **HR or your manager** for guidance, as the current handbook does not provide a rule for that type of expense.",5,4,6,8.81,1,1.0,0.1429,1.0,1.0
96,"Which section mentions the '$3000 referral bonus', and under what condition is it awarded?",easy,direct_lookup,Employee-Handbook.pdf,[216],Employee-Handbook | IT-Security-Policy | policy-and-procedures-of-medication-administration-and-follow-up,"[216, 217, 218, 210, 185, 286, 269]","## Section that mentions the **$3000 referral bonus**

| Section | Description |
|---------|-------------|
| **Referrals** | This part of the handbook explains the employee‑referral program, the reward amounts, and the eligibility rules. The $3000 figure appears here. |

## Condition(s) for receiving the **$3000 referral bonus**

The $3000 bonus is awarded **only when all of the following conditions are met**:

1. **Successful Hire** – The candidate you referred is **hired** by the company.  
2. **Employment Type** – The hired candidate must be a **permanent full‑time or part‑time employee** (temporary staff or contractors do **not** qualify).  
3. **Application Gap** – The candidate **has not applied to the company for at least one year** prior to the referral.  
4. **First Referrer** – If multiple employees refer the same person, **only the first referrer** receives the reward.  
5. **Reward Timing** – The bonus is paid **within one month** of the candidate’s hire date.  

> **Note:** The $3000 bonus is the base reward; higher amounts (e.g., $6000) may apply for hard‑to‑fill roles such as “Data Scientist.”  

### Summary

- **Section:** *Referrals*  
- **Reward:** $3000 referral bonus (or alternative reward).  
- **Awarded when:** The referred candidate, who hasn’t applied in the past year, is hired as a permanent full‑/part‑time employee, and you are the first employee to refer them. The payout occurs within a month of the hire.",4,2,5,7.064,1,1.0,0.1429,1.0,1.0
97,I'm searching for the policy mentioning '24 hours'. What event requires action within that time?,easy,direct_lookup,Employee-Handbook.pdf,[255],Employee-Handbook | IT-Security-Policy | AIRPOD-PRD,"[255, 203, 188, 156, 148, 142, 147]","## Policy that references **“24 hours”**

| Policy Section | Exact wording (excerpt) | Event that triggers the 24‑hour requirement | Required action |
|----------------|------------------------|--------------------------------------------|-----------------|
| **Theft and damage of company equipment** | “We ask you to inform us within **[24 hours]** if your equipment is stolen or damaged.” | • Company‑issued equipment (laptop, tablet, cell phone, etc.) is **stolen** or **damaged**. | • Notify the company (e.g., IT or Security team) **within 24 hours** of the incident. <br>• File a theft statement (affidavit) with the police and submit a copy to the company. |

### What you need to do

1. **Report the incident** – Contact the designated internal point of contact (usually IT/Security) as soon as possible, but no later than 24 hours after the theft or damage occurs.  
2. **Provide documentation** – Obtain a police affidavit (theft statement) and forward a copy to the company along with your incident report.  
3. **Follow any additional instructions** – The company may request further details or steps (e.g., remote wipe, device tracking) after you report the event.

---

**Summary:**  
The only policy in the provided material that explicitly mentions a **24‑hour** deadline is the **“Theft and damage of company equipment”** policy. It requires you to **inform the company within 24 hours** whenever a company‑issued device is stolen or damaged, and to submit a police affidavit as part of that reporting.",9,9,9,7.37,1,1.0,0.1429,1.0,1.0
98,"Which employee policy refers to '1.7 days per month', and what does that number represent?",easy,direct_lookup,Employee-Handbook.pdf,[256],Employee-Handbook | Leave-Policy,"[256, 122, 125, 212, 211, 258, 210]","## Policy that mentions **“1.7 days per month”**

| Policy | Section Title | Where the figure appears |
|--------|----------------|--------------------------|
| **Paid Time Off (PTO) Policy** | *Paid time off (PTO)* | “Employees receive **[20 days] of Paid Time Off (PTO) per year**. Your PTO accrual begins the day you join our company and you receive **[1.7 days per month.]**” |

### What the number **1.7 days per month** represents  

- **Monthly accrual rate** – It is the amount of PTO that an employee earns each month of service.  
- **Conversion to annual entitlement** – At 1.7 days per month, an employee will accrue roughly **20.4 days** of PTO over a full 12‑month period, aligning with the stated annual entitlement of 20 days.  

Thus, the “1.7 days per month” figure is part of the **Paid Time Off (PTO) policy** and denotes the **monthly accrual of PTO days** for each employee.",9,8,9,5.67,1,1.0,0.1429,1.0,1.0
99,I remember reading something about 'two consecutive weeks' in the handbook. What does that policy refer to?,medium,paraphrase,Employee-Handbook.pdf,[250],Employee-Handbook | IT-Security-Policy,"[250, 189, 212, 211, 210, 262, 269]","## “Two consecutive weeks” – What It Refers To

The phrase **“two consecutive weeks”** appears in the **Remote Working** section of the employee handbook. It defines the **maximum amount of time an office‑based employee may work remotely in a single stretch**.

### Key Points of the Policy

| Aspect | Details |
|--------|---------|
| **Maximum duration** | **Up to two consecutive weeks per year** of remote work for office‑based staff. |
| **Who can use it** | Employees who are **new parents** or who have a **short‑term disability**. |
| **Other reasons** | If you have a different justification, you must **discuss it with your manager** first. |
| **Request process** | Submit the remote‑working request **through the HRIS** system **at least one week in advance**. |
| **Frequency** | The two‑week limit is **per calendar year**; you cannot exceed this total in a single year. |
| **Permanent remote work** | Not covered by this two‑week rule; permanent remote workers must follow the standard security, confidentiality, and equal‑opportunity policies. |

### How It Works in Practice

1. **Identify eligibility** – Confirm you are an office‑based employee and fall under one of the eligible categories (new parent or short‑term disability).  
2. **Plan the dates** – Choose a continuous period that does not exceed 14 days.  
3. **Submit the request** – Use the HRIS portal to file the request **≥ 7 days** before the start date.  
4. **Manager approval** – Your manager will review and approve (or discuss alternatives) the request.  

If you need remote work beyond the two‑week limit or for a different reason, you must **talk to your manager** to explore other arrangements, but the handbook’s explicit “two consecutive weeks” rule applies only to the scenario described above.",9,10,9,7.391,1,1.0,0.1429,1.0,1.0
100,I'm looking for the handbook section that mentions 'three days'. In what different situations does this number appear?,hard,multi_section,Employee-Handbook.pdf,"[258, 259, 260, 266]",Employee-Handbook | Leave-Policy,"[260, 259, 258, 125, 266, 122, 212]","## Where “three days” Appears in the Handbook  

| # | Section / Heading | How the phrase is used | Exact wording (as in the handbook) |
|---|-------------------|------------------------|-------------------------------------|
| 1 | **Bereavement Leave** | Defines the amount of paid time off granted when an employee loses a loved one. | *“We offer **[three days] of paid bereavement leave**.”* |
| 2 | **Sick‑Leave / Medical Certification** | Sets the threshold for when a physician’s note may be required for insurance or payroll purposes. | *“We will do this for insurance purposes if you are absent for more than **[three days]** of sick leave.”* |
| 3 | **General Absence Policy** (under the Sick‑Leave paragraph) | Indicates the maximum length of an un‑documented absence before a medical certificate is normally required. | *“For all absences exceeding **2 or 3 days**, usually medical certificate needs to be enclosed.”* |

### Summary of Situations

| Situation | What “three days” Means |
|-----------|------------------------|
| **Bereavement leave** | The standard paid entitlement for grieving employees. |
| **Sick‑leave insurance requirement** | The point at which the company may request a doctor’s note for insurance documentation. |
| **General absence documentation rule** | The upper limit of an un‑documented absence; beyond this, a medical certificate is typically required. |

These are the only places in the provided handbook text where the number **three days** is explicitly mentioned. If you need more detail on any of these sections, let me know!",4,2,6,18.305,1,1.0,0.5714,1.0,0.9829
